hash,parents,tags
d72b36bbe2b1aebcfe318f062e37d37f8553eac9,6d09723864c5d32b0f00d4ec5fa1ad00c559d385,
6d09723864c5d32b0f00d4ec5fa1ad00c559d385,5ae9bb778373b5feecf08745df5e8d83e4e70eeb,
5ae9bb778373b5feecf08745df5e8d83e4e70eeb,705e870a42a198f11b63f794d0b35a803c0bbd15 2000abc2cf0fec8bc24bd6b57efd627063331b0c,
705e870a42a198f11b63f794d0b35a803c0bbd15,47fde064986f46938b6f331069539a629903cd4d,
47fde064986f46938b6f331069539a629903cd4d,677b0edc0c1925b837d5f101abfd2691ffea64c3 d4997e2babd6e8f68b68b9a6881b14c0d6550936,
2000abc2cf0fec8bc24bd6b57efd627063331b0c,2ca69deb96dbb61c71c27f5a6fc51e8db694d45d,
2ca69deb96dbb61c71c27f5a6fc51e8db694d45d,748f0107016ed7c03a3ec6533f0ccd36b17ddbe6,
677b0edc0c1925b837d5f101abfd2691ffea64c3,ad7bc86f7743a6144f643bf4ea968a7f2f613fe6,
ad7bc86f7743a6144f643bf4ea968a7f2f613fe6,48c394cd960137930f645f942e85d94eec73155a,
48c394cd960137930f645f942e85d94eec73155a,858e5d1a5491699e3a487f9adf9e3c273f073836,
748f0107016ed7c03a3ec6533f0ccd36b17ddbe6,962605d13d07e61b67c5778e6267b4d80c1ef2d2,
962605d13d07e61b67c5778e6267b4d80c1ef2d2,2e0c96ebc0f5f03a71459f20c17ff79a2a1cb083,
fb8b9f33bb2877b192df3caff0b976d529b601a3,50762acc3ea79cdb06964dc15aadbb5c4c60e791 b40b29a62957a3a5fe01fcb1d389bf62216f5ba0,
b40b29a62957a3a5fe01fcb1d389bf62216f5ba0,298cd803d777bfb6cf406edb818db73b205b5ca1,
298cd803d777bfb6cf406edb818db73b205b5ca1,426432a677363d51c5329017824f2155e2bb887a,
07a3220249a4d2971495bb55b83a35089f6edf2e,7e7d02294623017b2f7613534f352ba5e095046a 426432a677363d51c5329017824f2155e2bb887a,
426432a677363d51c5329017824f2155e2bb887a,52f4bb2b7d12ad912fdd466b86cd3303f9fd0300,
2e0c96ebc0f5f03a71459f20c17ff79a2a1cb083,24c96eb53f7baaa81f6dab735bb994177a50a74b,
858e5d1a5491699e3a487f9adf9e3c273f073836,d5576e3224e5b91f8094ba07adb04fba757aaea3,
d5576e3224e5b91f8094ba07adb04fba757aaea3,54fc7c35113284a70506bd039237180cdc31a52f,
24c96eb53f7baaa81f6dab735bb994177a50a74b,063a4bcf45e9b4129569699378c1c965651e488d,
063a4bcf45e9b4129569699378c1c965651e488d,5b92ac55e529f83d8c897883c3682a6e2653d14d,
5b92ac55e529f83d8c897883c3682a6e2653d14d,419a3580da28616f6f84058cb65755b3cedada7e,
419a3580da28616f6f84058cb65755b3cedada7e,01b2600567d1c6b54394f9ba807c3452d16eddc1,
01b2600567d1c6b54394f9ba807c3452d16eddc1,7e98d2042afd4b0614dff4cfa43beb4c309b7b5e 54fc7c35113284a70506bd039237180cdc31a52f,
54fc7c35113284a70506bd039237180cdc31a52f,f83f82486850f6e516cd3ae38d0e748aa6093795,
7e7d02294623017b2f7613534f352ba5e095046a,869615c58ef7139b9e2aeb624ebb5551f51f8095,
f83f82486850f6e516cd3ae38d0e748aa6093795,b548137bb357455429b410bb02c15dd08759bb0b,
b548137bb357455429b410bb02c15dd08759bb0b,1107f63a619fc89ff229c3845cb51a4f94f15ec9,
1107f63a619fc89ff229c3845cb51a4f94f15ec9,82fe66375027fc73508f71ab18f9158b8efb573d,
869615c58ef7139b9e2aeb624ebb5551f51f8095,89b6ef0b48b22cfda2d0c25ceb0ffbc001f5286d,
7e98d2042afd4b0614dff4cfa43beb4c309b7b5e,f60185f68f4025f3f285bca2f29aec6f56a68740,
f60185f68f4025f3f285bca2f29aec6f56a68740,6f0fd6660f6886afc69fc214af10967b2fcb8d27,
6f0fd6660f6886afc69fc214af10967b2fcb8d27,746abfcd60dea2555a51f7997fd596ca6e212e70,
746abfcd60dea2555a51f7997fd596ca6e212e70,1145eb1ec06d7bbf37dfbbe8af3544805978b0f2,
89b6ef0b48b22cfda2d0c25ceb0ffbc001f5286d,4070fd0c93dbbbed103268a0a7aced4c47cb55b3,
1145eb1ec06d7bbf37dfbbe8af3544805978b0f2,600fbee875d19fa76cee6f4aa1586019c100554b 82fe66375027fc73508f71ab18f9158b8efb573d,
600fbee875d19fa76cee6f4aa1586019c100554b,576de7d19c2014808c42f1b3c7c04cf1c5f55709,
576de7d19c2014808c42f1b3c7c04cf1c5f55709,24d50e556aecb36741e64f95db7f87b3c807053a,
4070fd0c93dbbbed103268a0a7aced4c47cb55b3,baeb20a70ffcea8651720a33d3b739a3e4b0b522,
24d50e556aecb36741e64f95db7f87b3c807053a,aac8b2dda246a2644e5175b39d3e80b2e6a0cf95,
aac8b2dda246a2644e5175b39d3e80b2e6a0cf95,01c1e0829baa3c057f888da50bcc114119422863,
baeb20a70ffcea8651720a33d3b739a3e4b0b522,990f407f208ed0a97ed72eb5d4046184dfb37291,
990f407f208ed0a97ed72eb5d4046184dfb37291,02d4d464efb6b1a729a09df6527e9f7d6a249059,
02d4d464efb6b1a729a09df6527e9f7d6a249059,75d1f9a35b379eff9154a6c8ae1f074d7b48db57,
75d1f9a35b379eff9154a6c8ae1f074d7b48db57,771065d09815da0fc86c2a64f344832adc6f79e6 50762acc3ea79cdb06964dc15aadbb5c4c60e791,
771065d09815da0fc86c2a64f344832adc6f79e6,eb59e71d81a3b7a0573e6c1242c2ee7ce2558767,
01c1e0829baa3c057f888da50bcc114119422863,84b220e520ccfe65e5a4d4d258b3c37a5d29523e,
84b220e520ccfe65e5a4d4d258b3c37a5d29523e,1709f69d90893bfd14726857536ab3fdf96f1cf8,
82fe66375027fc73508f71ab18f9158b8efb573d,2e71d92f7ed8291f929c684cb3d5571f5a7e4b8a,
50762acc3ea79cdb06964dc15aadbb5c4c60e791,fc01ac2716ccee3ffa413f3f82e456402b493552 a795c7a17875a8c763ba42b8fad5d5aefccd8eec,
1709f69d90893bfd14726857536ab3fdf96f1cf8,211c3c3941122c391ca17f979a2b001593d15d87,
a795c7a17875a8c763ba42b8fad5d5aefccd8eec,9e3d50f17eddc7b36643b354cf2e0caf714f19a8,
211c3c3941122c391ca17f979a2b001593d15d87,7b05b850f22ee039dea4ae17fce3a548df5c3735,
9e3d50f17eddc7b36643b354cf2e0caf714f19a8,554738bc08c7f0191c7403652a20183ae60146e4,
7b05b850f22ee039dea4ae17fce3a548df5c3735,2c786ea99b31075413679c36535ad1582b1eb473,
554738bc08c7f0191c7403652a20183ae60146e4,fc01ac2716ccee3ffa413f3f82e456402b493552,
2c786ea99b31075413679c36535ad1582b1eb473,0d48ce4f37974716efb49ca8c3985cbfea0e562e,
2e71d92f7ed8291f929c684cb3d5571f5a7e4b8a,864c587ae4f3de1f7ba77df02007dfe332d587fd,
eb59e71d81a3b7a0573e6c1242c2ee7ce2558767,d032a1160d60f5de367990612cdf9709084f13f6,
d032a1160d60f5de367990612cdf9709084f13f6,0140c043c6493bd3f278503eb01a523f5a239434 fc01ac2716ccee3ffa413f3f82e456402b493552,
0140c043c6493bd3f278503eb01a523f5a239434,56d5ec63cbbc8a52412a50d988d1027d08090a62,
0d48ce4f37974716efb49ca8c3985cbfea0e562e,365799d8ead24e65b5ad8abc254f1eccce941f45,
365799d8ead24e65b5ad8abc254f1eccce941f45,d4696082861f61f1b3d7d654f3a5295b21053f56,
d4696082861f61f1b3d7d654f3a5295b21053f56,f2cb3dd6d7e013e98bc08c890fc82e984b69d062,
f2cb3dd6d7e013e98bc08c890fc82e984b69d062,1f5659facf966d610e7e45dceca42f0e9ba0a513 864c587ae4f3de1f7ba77df02007dfe332d587fd,
1f5659facf966d610e7e45dceca42f0e9ba0a513,23b7c7e9bdf0d58943f8c2418688aff2da330076,
864c587ae4f3de1f7ba77df02007dfe332d587fd,f0d3a738f411f347c13e8723b0b2ed30f263a015,
23b7c7e9bdf0d58943f8c2418688aff2da330076,d7ee384a2e6f557d9748172e0ddda00814d89f9e f0d3a738f411f347c13e8723b0b2ed30f263a015,
d7ee384a2e6f557d9748172e0ddda00814d89f9e,eeeab1ab0b026d3b7ac0bb057d1b08305da1712f,
eeeab1ab0b026d3b7ac0bb057d1b08305da1712f,4c8abdca39c32138aae53b1a80c5d0203119e7db,
fc01ac2716ccee3ffa413f3f82e456402b493552,85b46459930d2414e3a2f133317621f6fb636537 787802862faee5dc4bf381390194494f9b973072,
4c8abdca39c32138aae53b1a80c5d0203119e7db,0208deb417e80dd98e9f4fa32e01ddd8e1757bdd,
e4101e3635cb80def07f941ddd15fe20f810c18f,be98f5d85f17dadf78d1fa69450949c399649f95,origin/motif-cleanup
be98f5d85f17dadf78d1fa69450949c399649f95,85b46459930d2414e3a2f133317621f6fb636537,
0208deb417e80dd98e9f4fa32e01ddd8e1757bdd,ba2596dab5288b8d7509bf6e584ea460b81804ad,
787802862faee5dc4bf381390194494f9b973072,15821c4202e9fb1f4361c3e1902be88654c94b67,
15821c4202e9fb1f4361c3e1902be88654c94b67,5296d4f7190a38be8a7e2c5f32a89a79cb65fc52,
5296d4f7190a38be8a7e2c5f32a89a79cb65fc52,f7e54b12eb2de1fe1ae7d47a0be73e4dd0dfad13,
f7e54b12eb2de1fe1ae7d47a0be73e4dd0dfad13,63cdea8b73aecf5b02b183d0dff45aea252300ac,
ba2596dab5288b8d7509bf6e584ea460b81804ad,0c70a54d283a9e701d48f5b3e82fff97aef16198,
0c70a54d283a9e701d48f5b3e82fff97aef16198,9fca99f1f67cdcd9eed12cdf8c3dc9f84cb86d60,
9fca99f1f67cdcd9eed12cdf8c3dc9f84cb86d60,14e54d3f1c842f88a2e6218b978d5492d1dbb5fe,
63cdea8b73aecf5b02b183d0dff45aea252300ac,e42a7b4752f818b0a76a0419f330d325f3db0d2e 85b46459930d2414e3a2f133317621f6fb636537,
14e54d3f1c842f88a2e6218b978d5492d1dbb5fe,ee97a59583784c469b02fe16a894dca813cb8f8a,
ee97a59583784c469b02fe16a894dca813cb8f8a,6665ace1d3fa5692d3b3bb3863f77dd0db29ef30,
6665ace1d3fa5692d3b3bb3863f77dd0db29ef30,229f174a3deb28343bd11854e22792790546ad1f,
85b46459930d2414e3a2f133317621f6fb636537,549e1012a9b79bb45443842a0f75dfcd2d33b7be e04237fd74d8beb913cd989f8ea42fb234b9c0c4,
56d5ec63cbbc8a52412a50d988d1027d08090a62,0978e302f26befb905e136e586c69a4ea4be02d4 e04237fd74d8beb913cd989f8ea42fb234b9c0c4,
e04237fd74d8beb913cd989f8ea42fb234b9c0c4,6f290c58e6c7ec2962f14457e34c8622a42342a2,
6f290c58e6c7ec2962f14457e34c8622a42342a2,ddfd66febefa4037de394cd4aec4c9efa9fa76a2,
ddfd66febefa4037de394cd4aec4c9efa9fa76a2,871cf1642bc64c5b81c3d136567b37e2c3860656,
549e1012a9b79bb45443842a0f75dfcd2d33b7be,8bb0d01f4a392865fc0870b64b13c874f60dc4ad 96081d10f849dae7e7f9bb182e1b82c7438d6208,
871cf1642bc64c5b81c3d136567b37e2c3860656,96081d10f849dae7e7f9bb182e1b82c7438d6208,
96081d10f849dae7e7f9bb182e1b82c7438d6208,6bd13ff1f73165b83c3262330f7543dc16b94576,
0978e302f26befb905e136e586c69a4ea4be02d4,6bd13ff1f73165b83c3262330f7543dc16b94576 d4997e2babd6e8f68b68b9a6881b14c0d6550936,
6bd13ff1f73165b83c3262330f7543dc16b94576,cf241820757b529fc2b2b50fc3d5543eedc88f5f,
cf241820757b529fc2b2b50fc3d5543eedc88f5f,6c1c2dacaf1bcd546300f962a32690db956b96c5,
6c1c2dacaf1bcd546300f962a32690db956b96c5,52f4bb2b7d12ad912fdd466b86cd3303f9fd0300,
52f4bb2b7d12ad912fdd466b86cd3303f9fd0300,8bb0d01f4a392865fc0870b64b13c874f60dc4ad,
8bb0d01f4a392865fc0870b64b13c874f60dc4ad,f967fde70c743a6bb8255146d8400c785d72ede5 fa24a3ce3da23f60b6b9c469f4a1bf457528b0e7,
229f174a3deb28343bd11854e22792790546ad1f,f2f0b1421e47f53bbfccc08e50755d71e6a37608,
f967fde70c743a6bb8255146d8400c785d72ede5,7111156667a31ef0c111f9ddb223b000e9536332 6b31b72b8a515bf799489e3b024642c3441ba6d0,
6b31b72b8a515bf799489e3b024642c3441ba6d0,35a6a98be1b9f3be5e7531658895fc8866b9e64d,
35a6a98be1b9f3be5e7531658895fc8866b9e64d,b963887072aa679f07f6f34621e3356f6a803def,
b963887072aa679f07f6f34621e3356f6a803def,8e7bfd0b5522a645a738afe1a615cfcbcb36abd3,
8e7bfd0b5522a645a738afe1a615cfcbcb36abd3,36626153978423fe34be72beb54bc151739cdfa7,
36626153978423fe34be72beb54bc151739cdfa7,7111156667a31ef0c111f9ddb223b000e9536332,
f0d3a738f411f347c13e8723b0b2ed30f263a015,0ac59c5daaa064189a32d673b1348490ba8273cd,
0ac59c5daaa064189a32d673b1348490ba8273cd,c60a1d4d4d1b9dd8ccde1d6f1969a0cb2375bacf,
f2f0b1421e47f53bbfccc08e50755d71e6a37608,fcb90375d030a4a15e214b1d9672f02de0103f83,
e42a7b4752f818b0a76a0419f330d325f3db0d2e,91ef04ae2001d69270c2b5239b727cc413268ac4,
fa24a3ce3da23f60b6b9c469f4a1bf457528b0e7,240bf571982074d7b95d747d5623f6791867001e,
91ef04ae2001d69270c2b5239b727cc413268ac4,3c84f75724befad3cd01f9177ebb84cd3b9ec4b9 7111156667a31ef0c111f9ddb223b000e9536332,
3c84f75724befad3cd01f9177ebb84cd3b9ec4b9,f553c9dce4b75c007f7b1b1d38c2ee8f6669a438,
7111156667a31ef0c111f9ddb223b000e9536332,c0394a06ee13e46e7aec48207e6f914a05791cdc b3589f7d2c4f11e4dcc4c315cf044fe1ac27eee6,
f553c9dce4b75c007f7b1b1d38c2ee8f6669a438,d546015a169799af5a7fde82ec836950bf524863,
d546015a169799af5a7fde82ec836950bf524863,3fb1f981f5cdbafbdbd2b5bcac71b5fd32c72d11,
3fb1f981f5cdbafbdbd2b5bcac71b5fd32c72d11,c32d35a502553d36965b97948f9ef8cbe038d822,
c32d35a502553d36965b97948f9ef8cbe038d822,c0394a06ee13e46e7aec48207e6f914a05791cdc,
c0394a06ee13e46e7aec48207e6f914a05791cdc,bc0277f21f8eab5f4ec4abb6f22950bcc4b51023 80e5d1009abc55e6529f1fe09d5a6ca0d88332c2,
fcb90375d030a4a15e214b1d9672f02de0103f83,40bd98432fb7e59fcc6ac651d0e7f60e75943ab9,
80e5d1009abc55e6529f1fe09d5a6ca0d88332c2,9ac1e68cc9cb66836bb18ef33286d1e603c56d29,
240bf571982074d7b95d747d5623f6791867001e,b3589f7d2c4f11e4dcc4c315cf044fe1ac27eee6,
9ac1e68cc9cb66836bb18ef33286d1e603c56d29,c13d7bc9cc0f0204d4c8b3b0a38c5c87f423201d,
c13d7bc9cc0f0204d4c8b3b0a38c5c87f423201d,fb59b9e1e31ede86a4cd60134ba25690ff745cf6,
fb59b9e1e31ede86a4cd60134ba25690ff745cf6,d1c18a4a790806b739bac34fe7fc89a877baf27d,
d1c18a4a790806b739bac34fe7fc89a877baf27d,6b7a9a4877a4d86d2613cc773cb166f309de027c,
6b7a9a4877a4d86d2613cc773cb166f309de027c,98e714489ef354548ae539f1d672059728af1aad,
98e714489ef354548ae539f1d672059728af1aad,2b7f28b9a8cc7576f0cab3fe2324d03437eb2b06,
2b7f28b9a8cc7576f0cab3fe2324d03437eb2b06,e512145065e04422730d05d4dcb9cdfb7797c601,
40bd98432fb7e59fcc6ac651d0e7f60e75943ab9,55c4593f777f89b36b84419d1b9494834d74adfa,
55c4593f777f89b36b84419d1b9494834d74adfa,c8b017fb3f5d44c56836857589d2b58d94f80fd6,
c8b017fb3f5d44c56836857589d2b58d94f80fd6,c39af69a09a6eed1e206209d6dd572d0b95e6c18,
c60a1d4d4d1b9dd8ccde1d6f1969a0cb2375bacf,8d0aa0b80ba66b14fb5658f3e5e9bfdd26e647df,
d4997e2babd6e8f68b68b9a6881b14c0d6550936,b1f5ee9afe3ad6f384dddd2e9c9fc7a74fc86d02 8d0aa0b80ba66b14fb5658f3e5e9bfdd26e647df,
8d0aa0b80ba66b14fb5658f3e5e9bfdd26e647df,379b1f6cd728649d83d30207e46524ffe4abf013,
b1f5ee9afe3ad6f384dddd2e9c9fc7a74fc86d02,ba7aa15bd3832f13c65c905d460212fe10cbca31 379b1f6cd728649d83d30207e46524ffe4abf013,
379b1f6cd728649d83d30207e46524ffe4abf013,a03e58a6b88494e4d84346dc9e0249e2e6f97a6b,
ba7aa15bd3832f13c65c905d460212fe10cbca31,4018ce251722bd01ca23af6e8042117d5c2e860d a03e58a6b88494e4d84346dc9e0249e2e6f97a6b,
a03e58a6b88494e4d84346dc9e0249e2e6f97a6b,7959c3ef6d825a3c309c77f6c16e340ca231501c,
4018ce251722bd01ca23af6e8042117d5c2e860d,64f5d52bfc5d2790e26e3e35a3640bd9bdfbf776 7959c3ef6d825a3c309c77f6c16e340ca231501c,
7959c3ef6d825a3c309c77f6c16e340ca231501c,95c60746195c4739e195457dc13e3b23c745ace8,
64f5d52bfc5d2790e26e3e35a3640bd9bdfbf776,c8979e8d0369458ee11ff0a5067760911d7f36cf 95c60746195c4739e195457dc13e3b23c745ace8,
95c60746195c4739e195457dc13e3b23c745ace8,24a4542940857365e70d29fd630ea33942369ebe,
c8979e8d0369458ee11ff0a5067760911d7f36cf,bb4abbb14983a7b1004818b5c333d886dc3acfe4 24a4542940857365e70d29fd630ea33942369ebe,
24a4542940857365e70d29fd630ea33942369ebe,b3f01dc9956e4c04bb70a24caab85c4e385d5638,
bb4abbb14983a7b1004818b5c333d886dc3acfe4,deb1b0be6d4afde4ae24c8dd5129ea22b9d3b4e9 b3f01dc9956e4c04bb70a24caab85c4e385d5638,
b3f01dc9956e4c04bb70a24caab85c4e385d5638,b04a6141a29698ea3e9d3e3ab5cb12d8d9a41209,
deb1b0be6d4afde4ae24c8dd5129ea22b9d3b4e9,44b3498f5b36f3af79fbe2e27f4570860632e99a b04a6141a29698ea3e9d3e3ab5cb12d8d9a41209,
b04a6141a29698ea3e9d3e3ab5cb12d8d9a41209,7fabb9ed6b1d13d7eb66d5f18064c7f9af2cf3ea,
44b3498f5b36f3af79fbe2e27f4570860632e99a,f2754c3196e3342d5cacd76026ad56f5cc4c1748 7fabb9ed6b1d13d7eb66d5f18064c7f9af2cf3ea,
7fabb9ed6b1d13d7eb66d5f18064c7f9af2cf3ea,23970571f16ac0e1780d39cd6cbfec6e7d547b6d,
f2754c3196e3342d5cacd76026ad56f5cc4c1748,5653469ed2e3fa484395f5b31051b95ccb160315,
5653469ed2e3fa484395f5b31051b95ccb160315,967598e9bb99d06f7d13286fab01d2465b1f3f20 23970571f16ac0e1780d39cd6cbfec6e7d547b6d,
23970571f16ac0e1780d39cd6cbfec6e7d547b6d,62c7fbd5861764f2f17eca2ef6e9dc88815ad1b3,
967598e9bb99d06f7d13286fab01d2465b1f3f20,f8be6369f9fff3099796351ddadb6488c1b45c69 62c7fbd5861764f2f17eca2ef6e9dc88815ad1b3,
62c7fbd5861764f2f17eca2ef6e9dc88815ad1b3,3856b15039fce6c39edf90a2285c017358a6d768,
f8be6369f9fff3099796351ddadb6488c1b45c69,ab885b5e1342b24e5805e1c005c131c99d8e817f 3856b15039fce6c39edf90a2285c017358a6d768,
3856b15039fce6c39edf90a2285c017358a6d768,368120835a6a5bb90c069cbb52d2b2ee957835fd,
368120835a6a5bb90c069cbb52d2b2ee957835fd,da73eb13c5ef5845b3ec333a294cf4e20d81d642,
ab885b5e1342b24e5805e1c005c131c99d8e817f,8e41280ec9fb3c476d8e31b4a71f7b9a47b3a3e0 da73eb13c5ef5845b3ec333a294cf4e20d81d642,
da73eb13c5ef5845b3ec333a294cf4e20d81d642,f98d24acb3f1461819ee2ba7e5ea857567b732d0,
8e41280ec9fb3c476d8e31b4a71f7b9a47b3a3e0,0bfd9217dd0bd8248df5ac5e246cdcc06fe6aa1e,
b3589f7d2c4f11e4dcc4c315cf044fe1ac27eee6,ff349a3a88eef5fce14596d2fc3ceff795bee7f0,
ff349a3a88eef5fce14596d2fc3ceff795bee7f0,131217212cf6c36a2593ff3b99cd514b0ed97e16,
0bfd9217dd0bd8248df5ac5e246cdcc06fe6aa1e,b24b05d2a89a079e7f1d9cdf334bfde08636f6bd f98d24acb3f1461819ee2ba7e5ea857567b732d0,
f98d24acb3f1461819ee2ba7e5ea857567b732d0,21c94ff2c6d1ea38412361d8f4bc5652eb5aa069,
b24b05d2a89a079e7f1d9cdf334bfde08636f6bd,ee431f4844dae08ff5f9a4ebc81ac3de1647b843 21c94ff2c6d1ea38412361d8f4bc5652eb5aa069,
21c94ff2c6d1ea38412361d8f4bc5652eb5aa069,000bf85a03a8cc433ea0d07e3dfb84d8daf26c7c,
ee431f4844dae08ff5f9a4ebc81ac3de1647b843,1255e6f6d6a2eeb5761adc780b70879af404f651 000bf85a03a8cc433ea0d07e3dfb84d8daf26c7c,
000bf85a03a8cc433ea0d07e3dfb84d8daf26c7c,f2cd02493b5b6831d21ab7a49d385b8adebf9786,
1255e6f6d6a2eeb5761adc780b70879af404f651,64898a39a3f4a2026bdda5a90d308625833d994d f2cd02493b5b6831d21ab7a49d385b8adebf9786,
f2cd02493b5b6831d21ab7a49d385b8adebf9786,983293da85c0924b686e22906f9bac56e8ed7df5,
64898a39a3f4a2026bdda5a90d308625833d994d,7053eb0c32b3060164ed6a859e34158eb90ddaec 983293da85c0924b686e22906f9bac56e8ed7df5,
983293da85c0924b686e22906f9bac56e8ed7df5,661e2a006625a881ca5060361b22837b80dc6efa,
7053eb0c32b3060164ed6a859e34158eb90ddaec,7ae1356ffaff37dde359eae6c51b0e2a41660982 661e2a006625a881ca5060361b22837b80dc6efa,
661e2a006625a881ca5060361b22837b80dc6efa,f2006a61c8b75e488b33485b602db5567e6afeac,
e512145065e04422730d05d4dcb9cdfb7797c601,911fb8adaa483e5f063a9eb29ed94154a8840d54,
7ae1356ffaff37dde359eae6c51b0e2a41660982,d7ebdc961daaef864990c4e6b1fa706200451f25 f2006a61c8b75e488b33485b602db5567e6afeac,
f2006a61c8b75e488b33485b602db5567e6afeac,0aba3ead6f817c9979af22a3e24d233c411e289b,
d7ebdc961daaef864990c4e6b1fa706200451f25,9100108ae8bc4794984cee8c52ef1d83408b3abe 0aba3ead6f817c9979af22a3e24d233c411e289b,
0aba3ead6f817c9979af22a3e24d233c411e289b,a0c0842fb91a2fe0ee11eb6fb0ce4127585ca526,
911fb8adaa483e5f063a9eb29ed94154a8840d54,adc72cc7e30770bc48b7ea509129ee3ce4869a4c,
adc72cc7e30770bc48b7ea509129ee3ce4869a4c,711339fdc5ab99f336109fc13156a02a3ec2f5de,
711339fdc5ab99f336109fc13156a02a3ec2f5de,26bd0c6dca69e348c8b26b86b0a0b46242cfc3c8,
26bd0c6dca69e348c8b26b86b0a0b46242cfc3c8,bc0277f21f8eab5f4ec4abb6f22950bcc4b51023,
9100108ae8bc4794984cee8c52ef1d83408b3abe,963b45114a379c566a89859a8b9e451780e25bf1 a0c0842fb91a2fe0ee11eb6fb0ce4127585ca526,
a0c0842fb91a2fe0ee11eb6fb0ce4127585ca526,cf27d986e00abec3b1fb445a4211d8e80bc58262,
963b45114a379c566a89859a8b9e451780e25bf1,bf7d031e35503c875a2566c24d0b3987ebc61504 cf27d986e00abec3b1fb445a4211d8e80bc58262,
cf27d986e00abec3b1fb445a4211d8e80bc58262,a2ca8b7353f327949a1b17677f7960479a1f88db,
bf7d031e35503c875a2566c24d0b3987ebc61504,5df6bcb7fa5ca01a713a351b49089f8d9a42ac2b a2ca8b7353f327949a1b17677f7960479a1f88db,
a2ca8b7353f327949a1b17677f7960479a1f88db,f4c8dd46d9f1f2ab162d4f25aad642006b5bf15c,
5df6bcb7fa5ca01a713a351b49089f8d9a42ac2b,5b4281b78b93e10cae0309679b5b2ff0689a6b50 f4c8dd46d9f1f2ab162d4f25aad642006b5bf15c,
f4c8dd46d9f1f2ab162d4f25aad642006b5bf15c,ed9560b0bdf867a191d5107ad0bcec96ef0fd0f7,
c39af69a09a6eed1e206209d6dd572d0b95e6c18,09aa48ba7ef08c19d890aad7c3e3d31230fcd1ee,
09aa48ba7ef08c19d890aad7c3e3d31230fcd1ee,1ba617461ac7ca7ba7a626819ce3cb208542ceff,
1ba617461ac7ca7ba7a626819ce3cb208542ceff,424b51d31a780bc786b020614003e6ff33a8e5a8,
131217212cf6c36a2593ff3b99cd514b0ed97e16,328532ee27cb8114ca2f5dbda45d9ba816ec6677,
328532ee27cb8114ca2f5dbda45d9ba816ec6677,6e50af06986e4eedf1b5c12dfd54cc82aebb87ef,
6e50af06986e4eedf1b5c12dfd54cc82aebb87ef,2f5a85074545b143435861826f2ded1436a81892,
5b4281b78b93e10cae0309679b5b2ff0689a6b50,f0fedd210a7350f058d611704112b269d7183099 ed9560b0bdf867a191d5107ad0bcec96ef0fd0f7,
ed9560b0bdf867a191d5107ad0bcec96ef0fd0f7,d09ae98d53226e21f929a97afaed878cfb02dc46,
2f5a85074545b143435861826f2ded1436a81892,bc0277f21f8eab5f4ec4abb6f22950bcc4b51023,
424b51d31a780bc786b020614003e6ff33a8e5a8,73e77f479b340ee8f86643839d2d963d157a3d5e,
bc0277f21f8eab5f4ec4abb6f22950bcc4b51023,744ebcb138640567edffa1dc3087fab7256576ec 14b2dd7f5ccaabb308ce8d0fe78bec617a5704ad,
14b2dd7f5ccaabb308ce8d0fe78bec617a5704ad,fcab59491d30a3879b8db57ae3ac1d467aa4764e,
fcab59491d30a3879b8db57ae3ac1d467aa4764e,4a288989f6a62334d15729383118cbabe57c5431 744ebcb138640567edffa1dc3087fab7256576ec,
744ebcb138640567edffa1dc3087fab7256576ec,0a61db2e4501630a9ee6e51b546535f0b959a0d4 245c7e31973046b60c464258e77a3e1419863173,
4a288989f6a62334d15729383118cbabe57c5431,245c7e31973046b60c464258e77a3e1419863173,
245c7e31973046b60c464258e77a3e1419863173,667a33a8aa53c317ae2877346f1ae89f46dbd102,
667a33a8aa53c317ae2877346f1ae89f46dbd102,3b4d2d3d3fa5c4cd39c27fbd8e5422b003d41152,
3b4d2d3d3fa5c4cd39c27fbd8e5422b003d41152,6b42abf1604b20c02f48efb22782e5101ddc8baf,
6b42abf1604b20c02f48efb22782e5101ddc8baf,250d1f505afe4a458e3de3f9d2e1f2f6268d1166,
250d1f505afe4a458e3de3f9d2e1f2f6268d1166,0a61db2e4501630a9ee6e51b546535f0b959a0d4,
0a61db2e4501630a9ee6e51b546535f0b959a0d4,3f2332f19427ffa8d9d69f76a84b9d851591d219 672e256dfe4eff2be94a04f41779f161fc71b10d,
672e256dfe4eff2be94a04f41779f161fc71b10d,2e8f2b956d338655c57314de3405f0d03102fadf,
2e8f2b956d338655c57314de3405f0d03102fadf,0f2cbb6cb97f8e822c01c65e3383a99aed431462,
73e77f479b340ee8f86643839d2d963d157a3d5e,76a31041c69d97d7557f11c1b69e67add02e4122,
0f2cbb6cb97f8e822c01c65e3383a99aed431462,1542eb12b469344338e4843c0b32d01be35d5aec,
1542eb12b469344338e4843c0b32d01be35d5aec,492da3a204ca735463aa62ddcfdb9f124851a837,
492da3a204ca735463aa62ddcfdb9f124851a837,3f2332f19427ffa8d9d69f76a84b9d851591d219,
76a31041c69d97d7557f11c1b69e67add02e4122,b1e34d7ec3f7388e8cadc215737e8fa26826fbaf,
f0fedd210a7350f058d611704112b269d7183099,b8cd2f49bee719e95f79f3c0897f2e3ba1ec9b74 d09ae98d53226e21f929a97afaed878cfb02dc46,
